street_name,year,run_count,total_sqft,appr_growth,sqft_growth
PREBLE DRIVE,2021,36.0,1296800.0,,
PREBLE DRIVE,2022,180.0,1296800.0,,
PREBLE DRIVE,2023,180.0,1296800.0,,
PREBLE DRIVE,2024,324.0,1296800.0,-0.0015935003142113306,0.0
PREEMAN STREET,2019,2.0,0.0,,
PREEMAN STREET,2021,1.0,0.0,,
PRESERVATION LANE,2019,1.0,0.0,,
PRESERVATION LANE,2020,1.0,0.0,,
PRESERVATION LANE,2023,2.0,0.0,,
PRESERVATION LANE,2024,1.0,0.0,,
PRESTWOULD CLOSE,2024,1.0,0.0,,
PRESWICKE MILL,2019,1.0,0.0,,
PRICE ROAD,2022,1.0,0.0,,
PRIESTLEY DRIVE,2024,1.0,0.0,,
PRINCE GEORGE LANE,2022,1.0,0.0,,
PRINCE OF WALES DRIVE,2020,1.0,0.0,,
PRINCE OF WALES DRIVE,2022,1.0,0.0,,
PRINCE OF WALES DRIVE,2023,1.0,0.0,,
PRINCEVILLE COURT,2022,33.0,766900.0,,
PRINCEVILLE COURT,2023,22.0,766900.0,,
PRINCEVILLE COURT,2024,66.0,766900.0,0.0,0.0
PRIVATE LANE,2022,6.0,605460.0,,
PRIVATE LANE,2024,6.0,605460.0,0.0,0.0
PURDEY COURT,2022,1.0,0.0,,
RAILROAD STREET,2023,1.0,0.0,,
RAMEYS CROSSING COURT,2021,10.0,396610.0,,
RAMEYS CROSSING COURT,2022,10.0,396610.0,,
RAMEYS CROSSING DRIVE,2018,21.0,823180.0,,
RAMEYS CROSSING DRIVE,2020,21.0,823180.0,,
RAMEYS CROSSING DRIVE,2021,21.0,823180.0,,
RAMEYS CROSSING DRIVE,2022,231.0,823180.0,,
RAMEYS CROSSING DRIVE,2023,84.0,823180.0,,
RAMEYS CROSSING DRIVE,2024,84.0,823180.0,0.0007792401874446218,0.0
RAMEYS RUN COURT,2022,20.0,412760.0,,
RAMEYS RUN COURT,2024,10.0,412760.0,0.0,0.0
RAMP I 270 NB TO US 62 RAMP,2018,2.0,0.0,,
RAMP I 270 SB TO I 670 WB RAMP,2019,1.0,0.0,,
RAMP I 670 EB TO I 270 NB RAMP,2024,1.0,0.0,,
RAMP I 670 EB TO US 62,2024,1.0,0.0,,
RAMP JOHNSTOWN ROAD TO SR 161 WB,2019,1.0,0.0,,
RAMP US 62 TO I 270 NB RAMP,2022,1.0,0.0,,
REAL QUIET LANE,2022,1.0,0.0,,
REAL QUIET LANE,2023,2.0,0.0,,
RED OAK DRIVE,2019,1.0,0.0,,
RED OAK DRIVE,2020,2.0,0.0,,
RED OAK DRIVE,2021,1.0,0.0,,
RED OAK DRIVE,2022,13.0,0.0,,
RED OAK DRIVE,2023,4.0,0.0,,
RED OAK DRIVE,2024,4.0,0.0,,
REDFORD COURT,2022,2.0,0.0,,
REDHAVEN COURT,2019,1.0,0.0,,
REDWOOD VALLEY DRIVE,2018,1.0,0.0,,
REDWOOD VALLEY DRIVE,2019,9.0,0.0,,
REDWOOD VALLEY DRIVE,2020,1.0,0.0,,
REDWOOD VALLEY DRIVE,2021,1.0,0.0,,
REDWOOD VALLEY DRIVE,2022,2.0,0.0,,
REDWOOD VALLEY DRIVE,2023,4.0,0.0,,
REFUGEE ROAD,2019,1.0,0.0,,
REFUGEE ROAD NW,2019,1.0,0.0,,
REGENCY AVENUE,2024,1.0,0.0,,
REGENTS ROAD,2019,1.0,0.0,,
REGENTS ROAD,2022,1.0,0.0,,
REGENTS ROAD,2024,1.0,0.0,,
REGRET DRIVE SW,2019,1.0,0.0,,
REINDEER LANE,2021,1.0,0.0,,
REMI DRIVE,2021,8.0,221120.0,,
RESEARCH ROAD,2018,1.0,0.0,,
RESEARCH ROAD,2019,2.0,0.0,,
RESEARCH ROAD,2020,1.0,0.0,,
RESEARCH ROAD,2021,1.0,0.0,,
RESEARCH ROAD,2022,2.0,0.0,,
RESEARCH ROAD,2024,4.0,0.0,,
RETREAT LANE,2019,2.0,0.0,,
RETREAT LANE,2023,1.0,0.0,,
REYNOLDS CROSSING DRIVE,2019,1.0,0.0,,
REYNOLDS CROSSING DRIVE COLUMBUS / BROAD STREET COLUMBUS DRIVE,2023,1.0,0.0,,
REYNOLDSBURG / DEER PARK WAY,2022,1.0,0.0,,
REYNOLDSBURG NEW ALBANY ROAD,2019,169.0,1558640.0,,
REYNOLDSBURG NEW ALBANY ROAD,2022,845.0,1558640.0,,
REYNOLDSBURG NEW ALBANY ROAD,2023,676.0,1558640.0,,
REYNOLDSBURG NEW ALBANY ROAD,2024,6084.0,1558640.0,0.0,0.0
REYNOLDSBURG-NEW ALBANY,2024,1.0,0.0,,
REYNOLDSBURG-NEW ALBANY ROAD,2018,15.0,99880.0,,
REYNOLDSBURG-NEW ALBANY ROAD,2019,55.0,99880.0,,
REYNOLDSBURG-NEW ALBANY ROAD,2020,50.0,99880.0,,
REYNOLDSBURG-NEW ALBANY ROAD,2021,45.0,99880.0,,
REYNOLDSBURG-NEW ALBANY ROAD,2022,295.0,99880.0,,
REYNOLDSBURG-NEW ALBANY ROAD,2023,285.0,99880.0,,
REYNOLDSBURG-NEW ALBANY ROAD,2024,245.0,99880.0,inf,
REYNOLDSBURG-NEW ALBANY ROAD COLUMBUS / BROAD STREET COLUMBUS ROAD,2022,1.0,0.0,,
REYNOLDSBURG-NEW ALBANY ROAD ROAD,2023,1.0,0.0,,
REYNOLDSBURG-NEW ALBANY ROAD ROAD,2024,1.0,0.0,,
RICE AVENUE,2018,1.0,0.0,,
RICE AVENUE,2019,1.0,0.0,,
RICE AVENUE,2022,1.0,0.0,,
RICE AVENUE,2023,1.0,0.0,,
RICE AVENUE,2024,2.0,0.0,,
RICHARD DRIVE,2024,1.0,0.0,,
RICHMOND WOODS DRIVE,2024,1.0,0.0,,
RIDDLER RIDGE DRIVE,2019,4.0,0.0,,
RIDGE PL,2020,1.0,0.0,,
RIMBEY AVENUE,2023,1.0,0.0,,
RING NECK DRIVE,2019,4.0,182580.0,,
RING NECK DRIVE,2023,4.0,182580.0,,
RING NECK DRIVE,2024,4.0,182580.0,-0.0001477541371158464,0.0
RINGWOOD COURT,2019,1.0,0.0,,
RINNERT AVENUE,2021,2.0,0.0,,
RINNERT AVENUE,2022,4.0,0.0,,
RINNERT AVENUE,2023,4.0,0.0,,
RINNERT AVENUE,2024,3.0,0.0,,
RIPPINGALE STREET,2024,2.0,0.0,,
RITTENOUR COURT,2021,6.0,417000.0,,
RITTENOUR COURT,2022,12.0,417000.0,,
RITTENOUR COURT,2023,18.0,417000.0,,
RITTENOUR COURT,2024,6.0,417000.0,0.0,0.0
RIVA RIDGE BOULEVARD,2020,1.0,0.0,,
RIVA RIDGE BOULEVARD,2023,1.0,0.0,,
RIVA RIDGE COURT,2018,1.0,0.0,,
RIVA RIDGE COURT,2019,1.0,0.0,,
RIVA RIDGE COURT,2020,1.0,0.0,,
RIVA RIDGE COURT,2022,4.0,0.0,,
RIVA RIDGE COURT,2023,5.0,0.0,,
RIVA RIDGE COURT,2024,3.0,0.0,,
RIVER PEBBLE DRIVE,2024,1.0,0.0,,
RIVERS EDGE WAY,2020,1.0,0.0,,
RIVERS END ROAD,2020,1.0,0.0,,
RNA AND HAVENS CORNERS,2022,1.0,0.0,,
ROBERT DRIVE,2021,2.0,0.0,,
ROCHELLE LANE,2022,4.0,176350.0,,
ROCKY CREEK DRIVE,2019,1.0,0.0,,
ROCKY CREEK DRIVE,2021,1.0,0.0,,
ROCKY CREEK DRIVE,2022,1.0,0.0,,
ROCKY CREEK DRIVE,2024,1.0,0.0,,
ROCKY FORK BOULEVARD,2018,2.0,0.0,,
ROCKY FORK BOULEVARD,2019,3.0,0.0,,
ROCKY FORK BOULEVARD,2020,3.0,0.0,,
ROCKY FORK BOULEVARD,2021,2.0,0.0,,
ROCKY FORK BOULEVARD,2022,3.0,0.0,,
ROCKY FORK BOULEVARD,2023,8.0,0.0,,
ROCKY FORK BOULEVARD,2024,2.0,0.0,,
ROCKY FORK DRIVE,2018,1.0,0.0,,
ROCKY FORK DRIVE,2019,1.0,0.0,,
ROCKY FORK DRIVE,2022,1.0,0.0,,
ROCKY SPRINGS DRIVE,2018,45.0,1905060.0,,
ROCKY SPRINGS DRIVE,2019,180.0,1905060.0,,
ROCKY SPRINGS DRIVE,2020,225.0,1905060.0,,
ROCKY SPRINGS DRIVE,2021,45.0,1905060.0,,
ROCKY SPRINGS DRIVE,2022,315.0,1905060.0,,
ROCKY SPRINGS DRIVE,2023,945.0,1905060.0,,
ROCKY SPRINGS DRIVE,2024,1170.0,1905060.0,0.0008728140403754963,0.0
RONSON AVENUE,2020,1.0,0.0,,
RONSON AVENUE,2024,1.0,0.0,,
ROSABELLA AVENUE,2023,2.0,0.0,,
ROSABELLA AVENUE,2024,3.0,0.0,,
ROSCOMMON DRIVE,2024,1.0,0.0,,
ROSE WAY,2024,1.0,0.0,,
ROSEMEADOWS DRIVE,2024,1.0,0.0,,
ROSIE AVENUE,2019,1.0,0.0,,
ROSS WAY,2022,1.0,0.0,,
ROVILLA ROAD,2022,14.0,192580.0,,
ROVILLA ROAD,2023,7.0,192580.0,,
ROXTON COURT,2024,1.0,0.0,,
ROYAL ELM DRIVE,2018,152.0,1442900.0,,
ROYAL ELM DRIVE,2019,304.0,1442900.0,,
ROYAL ELM DRIVE,2020,38.0,1442900.0,,
ROYAL ELM DRIVE,2021,152.0,1442900.0,,
ROYAL ELM DRIVE,2022,380.0,1442900.0,,
ROYAL ELM DRIVE,2023,342.0,1442900.0,,
ROYAL ELM DRIVE,2024,494.0,1442900.0,0.00020932763962153465,0.0
ROYAL FARM,2019,68.0,1528620.0,,
ROYAL FARM,2020,68.0,1528620.0,,
ROYAL FARM,2021,34.0,1528620.0,,
ROYAL FARM,2022,306.0,1528620.0,,
ROYAL FARM,2023,408.0,1528620.0,,
ROYAL FARM,2024,612.0,1528620.0,0.0,0.0
RUGBY LANE,2021,1.0,0.0,,
RUGBY LANE,2022,1.0,0.0,,
RUM CAY LANE,2022,1.0,0.0,,
SADDLE PATH LANE,2024,1.0,0.0,,
SALT LICK LANE,2022,1.0,0.0,,
SALT LICK LANE,2024,1.0,0.0,,
SANCTUARY PLACE,2023,1.0,0.0,,
SANDMAR DRIVE,2022,2.0,0.0,,
SANDRALA DRIVE,2018,1.0,0.0,,
SANDRALA DRIVE,2019,3.0,0.0,,
SANDRALA DRIVE,2020,1.0,0.0,,
SANDRALA DRIVE,2022,1.0,0.0,,
SANDRALA DRIVE,2023,5.0,0.0,,
SANDYCOMBE DRIVE,2018,25.0,1608530.0,,
SANDYCOMBE DRIVE,2019,25.0,1608530.0,,
SANDYCOMBE DRIVE,2020,75.0,1608530.0,,
SANDYCOMBE DRIVE,2022,125.0,1608530.0,,
SANDYCOMBE DRIVE,2023,25.0,1608530.0,,
SANDYCOMBE DRIVE,2024,75.0,1608530.0,0.0,0.0
SARA COURT,2022,1.0,0.0,,
SAUTER LANE,2019,2.0,0.0,,
SAUTER LANE,2022,1.0,0.0,,
SAVERN PLACE,2022,1.0,0.0,,
SAVERN PLACE,2023,1.0,0.0,,
SAVERN PLACE,2024,3.0,0.0,,
SCANDIA STREET,2019,1.0,0.0,,
SCARBOROUGH HALL DRIVE,2024,1.0,0.0,,
SCENIC ROAD,2019,16.0,233295.0,,
SCENIC ROAD,2020,16.0,233295.0,,
SCENIC ROAD,2021,48.0,233295.0,,
SCENIC ROAD,2022,48.0,233295.0,,
SCENIC ROAD,2023,112.0,233295.0,,
SCENIC ROAD,2024,80.0,233295.0,0.0,0.0
SCHILLINGWOOD DRIVE,2023,2.0,0.0,,
SCHILLINGWOOD DRIVE,2024,2.0,0.0,,
SCHNEIDER WAY,2020,1.0,0.0,,
SCHNEIDER WAY,2022,2.0,0.0,,
SCHNEIDER WAY,2023,2.0,0.0,,
SCHNEIDER WAY,2024,5.0,0.0,,
SCIENCE BOULEVARD,2020,8.0,0.0,,
SCIENCE BOULEVARD,2021,1.0,0.0,,
SCIENCE BOULEVARD,2022,3.0,0.0,,
SCIENCE BOULEVARD,2023,5.0,0.0,,
SCIENCE BOULEVARD,2024,1.0,0.0,,
SEA STAR DRIVE,2023,2.0,0.0,,
SEA STAR DRIVE,2024,1.0,0.0,,
SEDGE LANE,2020,1.0,0.0,,
SEDGEFIELD DRIVE,2019,1.0,0.0,,
SEDGEFIELD DRIVE,2020,1.0,0.0,,
SEDGEFIELD DRIVE,2021,2.0,0.0,,
SEDGEFIELD DRIVE,2022,4.0,0.0,,
SEDGEFIELD DRIVE,2023,5.0,0.0,,
SEDGEFIELD DRIVE,2024,2.0,0.0,,
SERENOA DRIVE,2018,2.0,0.0,,
SERENOA DRIVE,2019,1.0,0.0,,
SERENOA DRIVE,2022,1.0,0.0,,
SERENOA DRIVE,2024,1.0,0.0,,
SETTLEMENT DRIVE,2024,1.0,0.0,,
SHADBUSH DRIVE,2024,1.0,0.0,,
SHADWICK WAY,2022,1.0,0.0,,
SHADWICK WAY,2023,11.0,0.0,,
SHADWICK WAY,2024,4.0,0.0,,
SHADY ROCK LANE,2020,1.0,0.0,,
SHADY SPRING DRIVE,2018,2.0,0.0,,
SHADY SPRING DRIVE,2019,1.0,0.0,,
SHADY SPRING DRIVE,2020,3.0,0.0,,
SHADY SPRING DRIVE,2021,1.0,0.0,,
SHADY SPRING DRIVE,2022,3.0,0.0,,
SHADYMERE LANE,2019,1.0,0.0,,
SHADYMERE LANE,2023,1.0,0.0,,
SHAGBARK ROAD,2019,1.0,0.0,,
SHAGBARK ROAD,2020,1.0,0.0,,
SHALLOTTE DRIVE,2019,3.0,0.0,,
SHALLOTTE DRIVE,2020,1.0,0.0,,
SHALLOTTE DRIVE,2022,1.0,0.0,,
SHALLOTTE DRIVE,2024,1.0,0.0,,
SHARA PARK PLACE,2024,1.0,0.0,,
SHAWNEE WAY,2023,1.0,0.0,,
SHELLBARK STREET,2021,1.0,0.0,,
SHERRIDON DRIVE,2022,16.0,273970.0,,
SHERRIDON DRIVE,2023,24.0,273970.0,,
SHERRIDON DRIVE,2024,16.0,273970.0,0.0,0.0
SHERWOOD MEADOWS DRIVE,2022,1.0,0.0,,
SHORT STREET,2022,1.0,0.0,,
SHULL AVENUE,2020,1.0,0.0,,
SHULL AVENUE,2021,1.0,0.0,,
SHULL AVENUE,2023,1.0,0.0,,
SHULL ROAD,2020,4.0,237550.0,,
SHULL ROAD,2022,4.0,237550.0,,
SHULL ROAD,2023,8.0,237550.0,,
SHULL ROAD,2024,4.0,237550.0,0.0,0.0
SICARAS LANE,2018,2.0,0.0,,
SICARAS LANE,2019,1.0,0.0,,
SIERRA DRIVE,2022,1.0,0.0,,
SIERRA DRIVE,2023,1.0,0.0,,
SILVER LANE,2022,2.0,0.0,,
SILVER MAPLE DRIVE,2023,1.0,0.0,,
SILVERLEAF AVENUE,2023,1.0,0.0,,
SIMS ROAD,2024,1.0,0.0,,
SIMS ROAD SW,2018,1.0,0.0,,
SIMS ROAD SW,2020,1.0,0.0,,
SKELTON COURT,2022,13.0,699960.0,,
SKELTON COURT,2024,13.0,699960.0,0.010090847900143892,0.0
SKELTON LANE,2019,26.0,1301422.0,,
SKELTON LANE,2023,104.0,1301422.0,,
SKELTON LANE,2024,104.0,1301422.0,0.0021079896173876733,0.0
SKERRYDOON LANE,2019,1.0,0.0,,
SKERRYDOON LANE,2024,3.0,0.0,,
SKYLAND COURT,2024,5.0,304577.0,-0.04473082519226772,0.0
SLAYBAUGH DRIVE,2022,17.0,603960.0,,
SLAYBAUGH DRIVE,2023,34.0,603960.0,,
SLAYBAUGH DRIVE,2024,17.0,603960.0,0.005705142121042117,0.0
SLEEPING MEADOW DRIVE,2022,1.0,0.0,,
SLEEPING MEADOW DRIVE,2023,1.0,0.0,,
SLIPPERY ELM DRIVE,2023,1.0,0.0,,
SMITHS MILL ROAD,2018,1.0,0.0,,
SMITHS MILL ROAD,2019,4.0,0.0,,
SMITHS MILL ROAD,2020,3.0,0.0,,
SMITHS MILL ROAD,2021,3.0,0.0,,
SMITHS MILL ROAD,2022,7.0,0.0,,
SMITHS MILL ROAD,2023,3.0,0.0,,
SMITHS MILL ROAD,2024,7.0,0.0,,
SMOKE ROAD SW,2021,1.0,0.0,,
SNIPE VIEW LOOP,2022,2.0,0.0,,
SNIPE VIEW LOOP,2023,2.0,0.0,,
SNIPE VIEW LOOP,2024,10.0,0.0,,
SOLOMEN RUN DRIVE,2019,4.0,0.0,,
SOLOMEN RUN DRIVE,2020,1.0,0.0,,
SOLOMEN RUN DRIVE,2021,1.0,0.0,,
SOLOMEN RUN DRIVE,2022,1.0,0.0,,
SOLOMEN RUN DRIVE,2024,1.0,0.0,,
SOUDER DRIVE,2024,100.0,111450.0,0.3189455993476488,0.0
SOUTHWIND DRIVE,2022,2.0,0.0,,
SPANISH BAY COURT,2022,4.0,191160.0,,
SPANISH BAY COURT,2023,4.0,191160.0,22.181818181818183,
SPANISH TRAIL COURT,2022,33.0,734367.0,,
SPANISH TRAIL COURT,2023,22.0,734367.0,,
SPRUCE HILL DRIVE,2019,2.0,0.0,,
SPRUCE HILL DRIVE,2023,2.0,0.0,,
SPRUCE HILL DRIVE,2024,2.0,0.0,,
SQUAM ROAD,2022,1.0,0.0,,
SQUAM ROAD,2024,1.0,0.0,,
SR 161,2022,1.0,0.0,,
SR 161,2024,1.0,0.0,,
SR 161 WB,2018,1.0,0.0,,
STAG PLACE,2022,1.0,0.0,,
STAG PLACE,2023,1.0,0.0,,
STAG PLACE,2024,2.0,0.0,,
STANNAGE CLOSE,2019,1.0,0.0,,
STEDWAY COURT,2019,1.0,0.0,,
STELZER ROAD,2018,1.0,0.0,,
STELZER ROAD,2019,3.0,0.0,,
STELZER ROAD,2020,2.0,0.0,,
STELZER ROAD,2021,1.0,0.0,,
STEWART PL,2020,5.0,143370.0,,
STEWART PLACE,2024,1.0,0.0,,
STONE GATE DRIVE,2024,1.0,0.0,,
STONE SHADOW DRIVE,2019,1.0,0.0,,
STONE SHADOW DRIVE,2022,2.0,0.0,,
STONE SHADOW DRIVE,2023,1.0,0.0,,
STONE TRAIL DRIVE,2020,14.0,1016320.0,,
STONE TRAIL DRIVE,2023,14.0,1016320.0,,
STONE TRAIL DRIVE,2024,14.0,1016320.0,0.003957451675626222,0.0
STONEGATE LOOP,2019,1.0,0.0,,
STONEMAST LOOP,2018,2.0,0.0,,
STONERIDGE DRIVE,2022,1.0,0.0,,
STONERIDGE DRIVE,2024,1.0,0.0,,
STONERIDGE LANE,2022,1.0,0.0,,
STONEWYCK DRIVE,2021,8.0,299620.0,,
STONEWYCK DRIVE,2022,88.0,299620.0,,
STONEY BROOK WAY,2023,1.0,0.0,,
STONEYBROOK WAY,2022,1.0,0.0,,
STONEYBROOK WAY,2023,1.0,0.0,,
STORNOWAY DRIVE,2021,1.0,0.0,,
STRAITS LINK,2020,1.0,0.0,,
STRATHSPREY DRIVE,2023,1.0,0.0,,
STRATSHIRE COURT,2020,14.0,308260.0,,
STRATSHIRE COURT,2021,7.0,308260.0,,
STRATSHIRE COURT,2022,7.0,308260.0,,
STRATSHIRE COURT,2023,7.0,308260.0,,
STRATSHIRE COURT,2024,14.0,308260.0,0.0,0.0
STRATSHIRE LANE,2019,111.0,1726170.0,,
STRATSHIRE LANE,2020,37.0,1726170.0,,
STRATSHIRE LANE,2021,37.0,1726170.0,,
STRATSHIRE LANE,2022,333.0,1726170.0,,
STRATSHIRE LANE,2023,74.0,1726170.0,,
STRATSHIRE PLACE,2022,2.0,0.0,,
STRATSHIRE PLACE,2023,2.0,0.0,,
STRATSHIRE PLACE,2024,3.0,0.0,,
STREAMSIDE DRIVE,2019,42.0,633206.0,,
STREAMSIDE DRIVE,2020,42.0,633206.0,,
STREAMSIDE DRIVE,2021,21.0,633206.0,,
STREAMSIDE DRIVE,2022,21.0,633206.0,,
STREAMSIDE DRIVE,2023,84.0,633206.0,,
STREAMSIDE DRIVE,2024,63.0,633206.0,0.0042755763212412356,0.0
STREAMVIEW DRIVE,2018,4.0,151940.0,,
STREAMVIEW DRIVE,2019,4.0,151940.0,,
STREAMVIEW DRIVE,2022,4.0,151940.0,,
STREAMVIEW DRIVE,2023,4.0,151940.0,,
STREAMWATER COURT,2021,24.0,471380.0,,
STREAMWATER COURT,2022,24.0,471380.0,,
STREAMWATER COURT,2023,36.0,471380.0,,
STREAMWATER COURT,2024,12.0,471380.0,0.001856137305949283,0.0
STREAMWATER DRIVE,2018,79.0,3143580.0,,
STREAMWATER DRIVE,2019,316.0,3143580.0,,
STREAMWATER DRIVE,2020,158.0,3143580.0,,
STREAMWATER DRIVE,2021,237.0,3143580.0,,
STREAMWATER DRIVE,2022,711.0,3143580.0,0.0,
STREAMWATER DRIVE,2023,948.0,3143580.0,,
STREAMWATER DRIVE,2024,1422.0,3143580.0,0.0012474909701542837,0.0
STREET,2019,7.0,65430.0,,
STREET,2022,28.0,65430.0,,
STREET,2024,7.0,65430.0,-0.041596402473299605,0.0
STREET DEANS COURT,2019,1.0,0.0,,
STREET DEANS COURT,2022,2.0,0.0,,
STRICKLAND DRIVE,2022,38.0,723890.0,,
STRICKLAND DRIVE,2023,266.0,723890.0,,
STRICKLAND DRIVE,2024,494.0,723890.0,0.0,0.0
STYGLER ROAD,2018,1.0,0.0,,
STYGLER ROAD,2019,2.0,0.0,,
STYGLER ROAD,2020,3.0,0.0,,
STYGLER ROAD,2021,1.0,0.0,,
STYGLER ROAD,2022,21.0,0.0,,
STYGLER ROAD,2023,4.0,0.0,,
STYGLER ROAD,2024,8.0,0.0,,
SUDBROOK SQ,2018,1.0,0.0,,
SUDBROOK SQ,2019,1.0,0.0,,
SUDBROOK SQ,2021,1.0,0.0,,
SUDBURY LOOP,2023,384.0,538160.0,,
SUDBURY LOOP,2024,128.0,538160.0,inf,
SUGAR HILL PLACE,2022,1.0,0.0,,
SUGAR HILL PLACE,2023,1.0,0.0,,
SUMMER HILL CIR,2019,1.0,0.0,,
SUMMER HILL CIRCLE,2023,1.0,0.0,,
SUMMIT ROAD,2022,4.0,0.0,,
SUMMIT ROAD,2023,2.0,0.0,,
SUMMIT ROAD,2024,10.0,0.0,,
SUMMIT ROAD SW,2018,2.0,0.0,,
SUMMIT ROAD SW,2020,4.0,0.0,,
SUMMIT ROAD SW,2021,3.0,0.0,,
SUN VALLEY COURT,2021,4.0,154660.0,,
SUN VALLEY COURT,2024,4.0,154660.0,0.0,0.0
SURREY ROAD,2019,15.0,400350.0,,
SURREY ROAD,2020,15.0,400350.0,,
SURREY ROAD,2022,45.0,400350.0,,
SURREY ROAD,2023,30.0,400350.0,,
SURREY ROAD,2024,105.0,400350.0,0.0,0.0
SUTTERTON DRIVE,2020,1.0,0.0,,
SUTTERTON DRIVE,2021,1.0,0.0,,
SUTTERTON DRIVE,2024,1.0,0.0,,
SUTTON PL,2021,1.0,0.0,,
SUTTON PLACE,2024,2.0,0.0,,
SUTTON PLACE DRIVE,2018,1.0,0.0,,
SUZANNE WAY,2020,1.0,0.0,,
SUZANNE WAY,2023,1.0,0.0,,
SUZANNE WAY,2024,1.0,0.0,,
SWINDON STREET,2019,2.0,0.0,,
SWINDON STREET,2020,1.0,0.0,,
SWINDON STREET,2021,1.0,0.0,,
SWINDON STREET,2022,1.0,0.0,,
SWINDON STREET,2023,1.0,0.0,,
SWISHER CREEK CROSSING,2019,1.0,0.0,,
SWISHER CREEK CROSSING,2020,1.0,0.0,,
SWISHER CREEK CROSSING,2021,1.0,0.0,,
SWISHER CREEK CROSSING,2022,3.0,0.0,,
SWISHER CREEK CROSSING,2023,3.0,0.0,,
SWISHER CREEK CROSSING,2024,4.0,0.0,,
SWISHER CREEK CROSSING COURT,2019,4.0,269950.0,,
SWISHER CREEK CROSSING COURT,2022,4.0,269950.0,,
SWISHER CREEK CROSSING CROSSING,2022,1.0,0.0,,
SWISHER CREEK CROSSING CROSSING,2023,1.0,0.0,,
SWISHER CREEK DRIVE,2020,26.0,1455697.0,,
SWISHER CREEK DRIVE,2022,26.0,1455697.0,,
SWISHER CREEK DRIVE,2023,39.0,1455697.0,,
SWISHER CREEK DRIVE,2024,13.0,1455697.0,-0.04049620523400047,0.0
SYCAMORE MILL DRIVE,2020,1.0,0.0,,
SYCAMORE MILL DRIVE,2021,1.0,0.0,,
SYCAMORE MILL DRIVE,2022,4.0,0.0,,
SYCAMORE MILL DRIVE,2023,2.0,0.0,,
SYCAMORE RIDGE WAY,2020,1.0,0.0,,
SYCAMORE RIDGE WAY,2022,2.0,0.0,,
SYCAMORE WOODS LANE,2020,2.0,0.0,,
SYCAMORE WOODS LANE,2022,2.0,0.0,,
SYCAMORE WOODS LANE,2023,1.0,0.0,,
SYDNEY GLEN COURT,2023,1.0,0.0,,
TABERVILLE DRIVE,2022,40.0,1514740.0,,
TABERVILLE DRIVE,2023,400.0,1514740.0,,
TABERVILLE DRIVE,2024,320.0,1514740.0,-0.6843556577004559,-0.017221682061254257
TALLY-HO LANE,2022,11.0,220375.0,,
TALLY-HO LANE,2023,22.0,220375.0,,
TAMARA DRIVE,2019,1.0,0.0,,
TAMARA DRIVE,2021,1.0,0.0,,
TANNIC STREET,2024,1.0,0.0,,
TANYA TERRACE,2024,1.0,0.0,,
TARA PIPER LANE,2022,456.0,2721920.0,,
TARA PIPER LANE,2023,513.0,2721920.0,,
TARA PIPER LANE,2024,285.0,2721920.0,-0.034828271563288805,-7.158196134574074e-05
TARRYTOWN COURT,2024,1.0,0.0,,
TAYLOR AVENUE,2023,1.0,0.0,,
TAYLOR CORNERS CIR,2018,2.0,0.0,,
TAYLOR CORNERS CIR,2020,2.0,0.0,,
TAYLOR CORNERS CIRCLE,2022,1.0,0.0,,
TAYLOR CORNERS CIRCLE,2024,2.0,0.0,,
TAYLOR GLEN BOULEVARD,2019,2.0,0.0,,
TAYLOR GLEN BOULEVARD,2022,1.0,0.0,,
TAYLOR ROAD,2018,583.0,648535.0,,
TAYLOR ROAD,2019,1060.0,648535.0,0.0,0.0
TAYLOR ROAD,2020,583.0,648535.0,0.2038327526132404,0.0
TAYLOR ROAD,2021,1007.0,648535.0,,
TAYLOR ROAD,2022,3233.0,648535.0,,
TAYLOR ROAD,2023,3975.0,648535.0,0.24510869565217397,
TAYLOR ROAD,2024,3816.0,648535.0,inf,0.0
TAYLOR ROAD JEFFERSON TWP / CROSS POINTE ROAD JEFFERSON TWP ROAD,2022,1.0,0.0,,
TAYLOR ROAD JEFFERSON TWP / TAYLOR ROAD JEFFERSON TWP STATION,2022,1.0,0.0,,
TAYLOR ROAD SW,2018,1.0,0.0,,
TAYLOR ROAD SW,2019,1.0,0.0,,
TAYLOR ROAD SW,2020,1.0,0.0,,
TAYLOR STATION ROAD,2018,1379.0,1840390.0,,
TAYLOR STATION ROAD,2019,1576.0,1840390.0,,
TAYLOR STATION ROAD,2020,985.0,1840390.0,,
TAYLOR STATION ROAD,2021,1182.0,1840390.0,,
TAYLOR STATION ROAD,2022,13593.0,1840390.0,-0.8948699421965318,
TAYLOR STATION ROAD,2023,7486.0,1840390.0,,
TAYLOR STATION ROAD,2024,11229.0,1840390.0,0.0,0.0
TAYLOR STATION ROAD JEFFERSON TWP / HAVENS CORNERS ROAD JEFFERSON TWP ROAD,2022,1.0,0.0,,
TAYLOR STATION ROAD JEFFERSON TWP / WINDBROOK DRIVE JEFFERSON TWP ROAD,2022,1.0,0.0,,
TAYSIDE DRIVE,2018,1.0,0.0,,
TAYSIDE DRIVE,2019,2.0,0.0,,
TAYSIDE DRIVE,2023,1.0,0.0,,
TECH CENTER DRIVE,2019,2.0,0.0,,
TECH CENTER DRIVE,2021,3.0,0.0,,
TECH CENTER DRIVE,2022,3.0,0.0,,
