agency_fdid,basic_incident_number_fd1,basic_incident_date_original_fd13,basic_incident_year_fd13,basic_incident_type_code_fd121,basic_incident_type_fd121,basic_aid_given_or_received_code_fd122,basic_aid_given_or_received_fd122,basic_property_use_category_fd146,basic_property_use_code_fd146,basic_property_use_fd146,basic_incident_full_street_address,basic_incident_city_name_fd116,basic_incident_state_fd118,basic_incident_postal_code_fd119,incident_number_original,incident_year,incident_number_cleaned
25115,2025001060,2025-07-02,2025.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,9224 SHADWICK Way,Blacklick,OH,43004,2025001060,2025,2025001060
25115,2025001059,2025-07-02,2025.0,500.0,"Service call, other",,,4 - Residential,419,1 or 2 family dwelling,8392  Holmesdale  Place,New Albany,OH,43054,2025001059,2025,2025001059
25115,2025001058,2025-07-02,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7157 PLEASANT COLONY Circle,Blacklick,OH,43004,2025001058,2025,2025001058
25115,2025001057,2025-07-02,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,891,Warehouse,1641 TAYLOR Road,Gahanna,OH,43230,2025001057,2025,2025001057
25115,2025001056,2025-07-02,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,150,"Public or government, other",6767 HAVENS CORNERS Road,Blacklick,OH,43004,2025001056,2025,2025001056
25115,2025001055,2025-07-02,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,785 BEECH Road Southwest,New Albany,OH,43054,2025001055,2025,2025001055
25115,2025001054,2025-07-02,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,4447 OLMSTED Road,New Albany,OH,43054,2025001054,2025,2025001054
25115,2025001053,2025-07-01,2025.0,352.0,Extrication of victim(s) from vehicle,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway","HAVENS CORNERS Road and HAVENS CORNERS RD, / TAYLOR ST",JEFFERSON TWP,OH,43004,2025001053,2025,2025001053
25115,2025001052,2025-07-01,2025.0,733.0,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7944 BIRCH CREEK Drive,Blacklick,OH,43004,2025001052,2025,2025001052
25115,2025001051,2025-06-30,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,970 VANWERT Loop,Blacklick,OH,43004,2025001051,2025,2025001051
25115,2025001050,2025-06-30,2025.0,6711.0,Odor of gas - nothing found,4.0,Automatic aid given,,,,1100 GAHANNA Parkway,Gahanna,OH,43230,2025001050,2025,2025001050
25115,2025001049,2025-06-30,2025.0,611.0,Dispatched and cancelled en route,,,4 - Residential,419,1 or 2 family dwelling,7631 BLACKLICK RIDGE Boulevard,Blacklick,OH,43004,2025001049,2025,2025001049
25115,2025001048,2025-06-29,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7949 HEADWATER Drive,Blacklick,OH,43004,2025001048,2025,2025001048
25115,2025001047,2025-06-29,2025.0,743.0,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,1390 WINDRUSH Circle,Blacklick,OH,43004,2025001047,2025,2025001047
25115,2025001046,2025-06-29,2025.0,561.0,Unauthorized burning,,,9 - Outside or Special Property,931,Open land or field,1297 OAK HILL Road,Blacklick,OH,43004,2025001046,2025,2025001046
25115,2025001045,2025-06-29,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1152 MC NEIL Drive,Blacklick,OH,43004,2025001045,2025,2025001045
25115,2025001044,2025-06-28,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,140 IMPERIAL Drive,Gahanna,OH,43230,2025001044,2025,2025001044
25115,2025001043,2025-06-28,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,2025001043,2025,2025001043
25115,2025001042,2025-06-28,2025.0,733.0,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,2951 HIGHLAND WOODS Boulevard,New Albany,OH,43054,2025001042,2025,2025001042
25115,2025001041,2025-06-28,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,2025001041,2025,2025001041
25115,2025001040,2025-06-28,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7862 PRAIRIE WILLOW Drive,Blacklick,OH,43004,2025001040,2025,2025001040
25115,2025001039,2025-06-28,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004,2025001039,2025,2025001039
25115,2025001038,2025-06-28,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004,2025001038,2025,2025001038
25115,2025001037,2025-06-27,2025.0,611.0,Dispatched and cancelled en route,,,,,,1636 WINDWAY Court,Blacklick,OH,43004,2025001037,2025,2025001037
25115,2025001036,2025-06-27,2025.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,8105 East BROAD Street,Reynoldsburg,OH,43068,2025001036,2025,2025001036
25115,2025001035,2025-06-27,2025.0,554.0,Assist invalid,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004,2025001035,2025,2025001035
25115,2025001034,2025-06-27,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1623 TAYLOR CORNERS Circle,Blacklick,OH,43004,2025001034,2025,2025001034
25115,2025001033,2025-06-27,2025.0,735.0,Alarm system sounded due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7804 ANSANTE Drive,New Albany,OH,43054,2025001033,2025,2025001033
25115,2025001032,2025-06-27,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7658 SPRINGRUN Court,Reynoldsburg,OH,43068,2025001032,2025,2025001032
25115,2025001031,2025-06-27,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7594 ASDEN Court,Reynoldsburg,OH,43068,2025001031,2025,2025001031
25115,2025001030,2025-06-26,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7501 MORSE Road,New Albany,OH,43054,2025001030,2025,2025001030
25115,2025001029,2025-06-26,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,5304 SUMMIT Road Southwest,Pataskala,OH,43062,2025001029,2025,2025001029
25115,2025001028,2025-06-26,2025.0,733.0,Smoke detector activation due to malfunction,,,"6 - Industrial, Utility, Defense, Agriculture, Mining",639,Communications center,8372 East BROAD Street,Reynoldsburg,OH,43068,2025001028,2025,2025001028
25115,2025001027,2025-06-26,2025.0,131.0,Passenger vehicle fire,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North WAGGONER Road and N WAGGONER RD,JEFFERSON TWP,OH,43004,2025001027,2025,2025001027
25115,2025001026,2025-06-26,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1242 ELKHORN Drive,Blacklick,OH,43004,2025001026,2025,2025001026
25115,2025001025,2025-06-25,2025.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North REYNOLDSBURG NEW ALBANY Road and  JEFFERSON TWP / HAVE,JEFFERSON TWP,OH,43004,2025001025,2025,2025001025
25115,2025001024,2025-06-25,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004,2025001024,2025,2025001024
25115,2025001023,2025-06-25,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,58 KESWICK Drive,New Albany,OH,43054,2025001023,2025,2025001023
25115,2025001022,2025-06-25,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004,2025001022,2025,2025001022
25115,2025001021,2025-06-25,2025.0,611.0,Dispatched and cancelled en route,,,,,,3742 DIXON Road,Blacklick,OH,43004,2025001021,2025,2025001021
25115,2025001020,2025-06-24,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,817 DARK STAR Avenue,Gahanna,OH,43230,2025001020,2025,2025001020
25115,2025001019,2025-06-24,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,708 WOODINGTON Drive,Pataskala,OH,43062,2025001019,2025,2025001019
25115,2025001018,2025-06-24,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",580,"General retail, other",8123 East BROAD Street,Reynoldsburg,OH,43068,2025001018,2025,2025001018
25115,2025001017,2025-06-24,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,378 KESTREL Drive,Blacklick,OH,43004,2025001017,2025,2025001017
25115,2025001016,2025-06-24,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7867 OAK ORCHARD Avenue,Blacklick,OH,43004,2025001016,2025,2025001016
25115,2025001015,2025-06-24,2025.0,733.0,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,2768 KEANNEN Street,Blacklick,OH,43004,2025001015,2025,2025001015
25115,2025001014,2025-06-24,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,180 ROYAL FARM East,Blacklick,OH,43004,2025001014,2025,2025001014
25115,2025001013,2025-06-24,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1251 GLENBEACOME Street,Blacklick,OH,43004,2025001013,2025,2025001013
25115,2025001012,2025-06-23,2025.0,111.0,Building fire,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8272 WALNUT Street,New Albany,OH,43054,2025001012,2025,2025001012
25115,2025001011,2025-06-23,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7814 PRAIRIE WILLOW Drive,Blacklick,OH,43004,2025001011,2025,2025001011
25115,2025001010,2025-06-23,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,9677 TOLLGATE Road Southwest,Pataskala,OH,43062,2025001010,2025,2025001010
25115,2025001009,2025-06-23,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7513 WOLLI CREEK Drive,Blacklick,OH,43004,2025001009,2025,2025001009
25115,2025001008,2025-06-23,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8403 ALMOND PARK Drive,Blacklick,OH,43004,2025001008,2025,2025001008
25115,2025001007,2025-06-23,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,695 TAYLOR Road,Gahanna,OH,43230,2025001007,2025,2025001007
25115,2025001006,2025-06-23,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,892 TAYLOR STATION Road,Gahanna,OH,43230,2025001006,2025,2025001006
25115,2025001005,2025-06-22,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,180 ROYAL FARM East,Blacklick,OH,43004,2025001005,2025,2025001005
25115,2025001004,2025-06-22,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,8234 PARSONS Pass,New Albany,OH,43054,2025001004,2025,2025001004
25115,2025001003,2025-06-22,2025.0,324.0,Motor vehicle accident with no injuries.,4.0,Automatic aid given,,,,8 MM I 670 - 8.4,Columbus,OH,43219,2025001003,2025,2025001003
25115,2025001002,2025-06-22,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,771 CHESTNUT GROVE Drive,Blacklick,OH,43004,2025001002,2025,2025001002
25115,2025001001,2025-06-22,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3315 POLDEN HILL Drive,New Albany,OH,43054,2025001001,2025,2025001001
25115,2025001000,2025-06-22,2025.0,143.0,Grass fire,,,9 - Outside or Special Property,965,Vehicle parking area,8167 East BROAD Street,Reynoldsburg,OH,43068,2025001000,2025,2025001000
25115,2025000999,2025-06-22,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,309 FARM CREEK Drive,Gahanna,OH,43230,2025000999,2025,2025000999
25115,2025000998,2025-06-22,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,116,Swimming facility: indoor or outdoor,"2742 CHATWOOD Loop and  CLARK STATE RD, JEF",Blacklick,OH,43004,2025000998,2025,2025000998
25115,2025000997,2025-06-21,2025.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,220 NORTH Street,Blacklick,OH,43004,2025000997,2025,2025000997
25115,2025000996,2025-06-21,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004,2025000996,2025,2025000996
25115,2025000995,2025-06-21,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,570 WICKHAM Way,Gahanna,OH,43230,2025000995,2025,2025000995
25115,2025000994,2025-06-20,2025.0,324.0,Motor vehicle accident with no injuries.,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",4639 SHULL Road,Gahanna,OH,43230,2025000994,2025,2025000994
25115,2025000993,2025-06-20,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,785 CROSS POINTE Road,Gahanna,OH,43230,2025000993,2025,2025000993
25115,2025000992,2025-06-20,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,East BROAD Street and E BROAD ST,Reynoldsburg,OH,43068,2025000992,2025,2025000992
25115,2025000991,2025-06-20,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,933 TAYLOR STATION Road,Gahanna,OH,43230,2025000991,2025,2025000991
25115,2025000990,2025-06-20,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,537 STREAMWATER Drive,Blacklick,OH,43004,2025000990,2025,2025000990
25115,2025000989,2025-06-19,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,799 TWIN ACORN Court,Blacklick,OH,43004,2025000989,2025,2025000989
25115,2025000988,2025-06-19,2025.0,733.0,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,2688 NEWBERN Drive East,Blacklick,OH,43004,2025000988,2025,2025000988
25115,2025000987,2025-06-18,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7848 NARROW LEAF Drive,Blacklick,OH,43004,2025000987,2025,2025000987
25115,2025000986,2025-06-18,2025.0,741.0,"Sprinkler activation, no fire - unintentional",4.0,Automatic aid given,,,,790 CROSS POINTE Road,Gahanna,OH,43230,2025000986,2025,2025000986
25115,2025000985,2025-06-18,2025.0,3211.0,Medical Alarm - Accidental False,,,4 - Residential,419,1 or 2 family dwelling,6915 HAVENS CORNERS Road,Blacklick,OH,43004,2025000985,2025,2025000985
25115,2025000984,2025-06-18,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3740 North WAGGONER Road,Blacklick,OH,43004,2025000984,2025,2025000984
25115,2025000983,2025-06-18,2025.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,"5 - Mercantile, Business",559,"Recreational, hobby, home repair sales, pet store",8095 East BROAD Street,Reynoldsburg,OH,43068,2025000983,2025,2025000983
25115,2025000982,2025-06-17,2025.0,743.0,"Smoke detector activation, no fire - unintentional",2.0,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Blacklick,OH,43004,2025000982,2025,2025000982
25115,2025000981,2025-06-17,2025.0,522.0,Water or steam leak,,,4 - Residential,429,Multifamily dwelling,866 TAYLOR STATION Road,Gahanna,OH,43230,2025000981,2025,2025000981
25115,2025000980,2025-06-17,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004,2025000980,2025,2025000980
25115,2025000979,2025-06-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004,2025000979,2025,2025000979
25115,2025000978,2025-06-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,8677 GREYLAG Street,Blacklick,OH,43004,2025000978,2025,2025000978
25115,2025000977,2025-06-17,2025.0,5532.0,CP - Initial Visit,,,4 - Residential,419,1 or 2 family dwelling,6971 ROCHELLE Lane,Blacklick,OH,43004,2025000977,2025,2025000977
25115,2025000976,2025-06-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,537 STREAMWATER Drive,Blacklick,OH,43004,2025000976,2025,2025000976
25115,2025000975,2025-06-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,3086 MANN Road,Blacklick,OH,43004,2025000975,2025,2025000975
25115,2025000974,2025-06-17,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,995 TAYLOR STATION Road,Gahanna,OH,43230,2025000974,2025,2025000974
25115,2025000973,2025-06-16,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7286 POPPY HILLS Court,Blacklick,OH,43004,2025000973,2025,2025000973
25115,2025000972,2025-06-16,2025.0,531.0,Smoke or odor removal,,,4 - Residential,419,1 or 2 family dwelling,2664 CLEMTON PARK West,Blacklick,OH,43004,2025000972,2025,2025000972
25115,2025000971,2025-06-16,2025.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",2125 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,2025000971,2025,2025000971
25115,2025000970,2025-06-16,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,8352 East BROAD Street,Blacklick,OH,43004,2025000970,2025,2025000970
25115,2025000969,2025-06-16,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,970 VANWERT Loop,Blacklick,OH,43004,2025000969,2025,2025000969
