Agency FDID,Basic Incident Number (FD1),Basic Incident Date Original (FD1.3),Basic Incident Year (FD1.3),Basic Incident Type Code (FD1.21),Basic Incident Type (FD1.21),Basic Aid Given Or Received Code (FD1.22),Basic Aid Given Or Received (FD1.22),Basic Property Use Category (FD1.46),Basic Property Use Code (FD1.46),Basic Property Use (FD1.46),Basic Incident Full Street Address,Basic Incident City Name (FD1.16),Basic Incident State (FD1.18),Basic Incident Postal Code (FD1.19)
25115,2025001070,7/4/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,9085 WAYSIDE Drive,Blacklick,OH,43004
25115,2025001069,7/4/2025,2025,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,1365 OAK HILL Road,Blacklick,OH,43004
25115,2025001068,7/4/2025,2025,322,Motor vehicle accident with injuries,2,Automatic aid received,9 - Outside or Special Property,963,Street or road in commercial area,HAVENS CORNERS Road and REYNOLDSBURG NEW ALBANY,JEFFERSON TWP,OH,43004
25115,2025001067,7/3/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7501 MORSE Road,New Albany,OH,43054
25115,2025001066,7/3/2025,2025,611,Dispatched and cancelled en route,2,Automatic aid received,,,,7409 MINK Street Southwest,Pataskala,OH,43062
25115,2025001065,7/3/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1291 POPPY HILLS Drive,Blacklick,OH,43004
25115,2025001064,7/3/2025,2025,324,Motor vehicle accident with no injuries.,2,Automatic aid received,9 - Outside or Special Property,963,Street or road in commercial area,7368 East BROAD Street,Blacklick,OH,43004
25115,2025001063,7/2/2025,2025,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,7910 ASPEN RIDGE Drive,Blacklick,OH,43004
25115,2025001062,7/2/2025,2025,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",7235 HAVENS Road,Blacklick,OH,43004
25115,2025001061,7/2/2025,2025,733,Smoke detector activation due to malfunction,4,Automatic aid given,,,,532 STONE SHADOW Drive,Blacklick,OH,43004
25115,2025001060,7/2/2025,2025,745,"Alarm system activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,9224 SHADWICK Way,Blacklick,OH,43004
25115,2025001059,7/2/2025,2025,500,"Service call, other",,None,4 - Residential,419,1 or 2 family dwelling,8392  Holmesdale  Place,New Albany,OH,43054
25115,2025001058,7/2/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7157 PLEASANT COLONY Circle,Blacklick,OH,43004
25115,2025001057,7/2/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,8 - Storage,891,Warehouse,1641 TAYLOR Road,Gahanna,OH,43230
25115,2025001056,7/2/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,1 - Assembly,150,"Public or government, other",6767 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025001055,7/2/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,785 BEECH Road Southwest,New Albany,OH,43054
25115,2025001054,7/2/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,4447 OLMSTED Road,New Albany,OH,43054
25115,2025001053,7/1/2025,2025,352,Extrication of victim(s) from vehicle,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway","HAVENS CORNERS Road and HAVENS CORNERS RD, / TAYLOR ST",JEFFERSON TWP,OH,43004
25115,2025001052,7/1/2025,2025,733,Smoke detector activation due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,7944 BIRCH CREEK Drive,Blacklick,OH,43004
25115,2025001051,6/30/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,970 VANWERT Loop,Blacklick,OH,43004
25115,2025001050,6/30/2025,2025,6711,Odor of gas - nothing found,4,Automatic aid given,,,,1100 GAHANNA Parkway,Gahanna,OH,43230
25115,2025001049,6/30/2025,2025,611,Dispatched and cancelled en route,,None,4 - Residential,419,1 or 2 family dwelling,7631 BLACKLICK RIDGE Boulevard,Blacklick,OH,43004
25115,2025001048,6/29/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7949 HEADWATER Drive,Blacklick,OH,43004
25115,2025001047,6/29/2025,2025,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,1390 WINDRUSH Circle,Blacklick,OH,43004
25115,2025001046,6/29/2025,2025,561,Unauthorized burning,,None,9 - Outside or Special Property,931,Open land or field,1297 OAK HILL Road,Blacklick,OH,43004
25115,2025001045,6/29/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1152 MC NEIL Drive,Blacklick,OH,43004
25115,2025001044,6/28/2025,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,140 IMPERIAL Drive,Gahanna,OH,43230
25115,2025001043,6/28/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025001042,6/28/2025,2025,733,Smoke detector activation due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,2951 HIGHLAND WOODS Boulevard,New Albany,OH,43054
25115,2025001041,6/28/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025001040,6/28/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7862 PRAIRIE WILLOW Drive,Blacklick,OH,43004
25115,2025001039,6/28/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025001038,6/28/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025001037,6/27/2025,2025,611,Dispatched and cancelled en route,,None,,,,1636 WINDWAY Court,Blacklick,OH,43004
25115,2025001036,6/27/2025,2025,611,Dispatched and cancelled en route,2,Automatic aid received,,,,8105 East BROAD Street,Reynoldsburg,OH,43068
25115,2025001035,6/27/2025,2025,554,Assist invalid,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025001034,6/27/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1623 TAYLOR CORNERS Circle,Blacklick,OH,43004
25115,2025001033,6/27/2025,2025,735,Alarm system sounded due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,7804 ANSANTE Drive,New Albany,OH,43054
25115,2025001032,6/27/2025,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,7658 SPRINGRUN Court,Reynoldsburg,OH,43068
25115,2025001031,6/27/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7594 ASDEN Court,Reynoldsburg,OH,43068
25115,2025001030,6/26/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7501 MORSE Road,New Albany,OH,43054
25115,2025001029,6/26/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,5304 SUMMIT Road Southwest,Pataskala,OH,43062
25115,2025001028,6/26/2025,2025,733,Smoke detector activation due to malfunction,,None,"6 - Industrial, Utility, Defense, Agriculture, Mining",639,Communications center,8372 East BROAD Street,Reynoldsburg,OH,43068
25115,2025001027,6/26/2025,2025,131,Passenger vehicle fire,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North WAGGONER Road and N WAGGONER RD,JEFFERSON TWP,OH,43004
25115,2025001026,6/26/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1242 ELKHORN Drive,Blacklick,OH,43004
25115,2025001025,6/25/2025,2025,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North REYNOLDSBURG NEW ALBANY Road and  JEFFERSON TWP / HAVE,JEFFERSON TWP,OH,43004
25115,2025001024,6/25/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025001023,6/25/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,58 KESWICK Drive,New Albany,OH,43054
25115,2025001022,6/25/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025001021,6/25/2025,2025,611,Dispatched and cancelled en route,,None,,,,3742 DIXON Road,Blacklick,OH,43004
25115,2025001020,6/24/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,817 DARK STAR Avenue,Gahanna,OH,43230
25115,2025001019,6/24/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,708 WOODINGTON Drive,Pataskala,OH,43062
25115,2025001018,6/24/2025,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"5 - Mercantile, Business",580,"General retail, other",8123 East BROAD Street,Reynoldsburg,OH,43068
25115,2025001017,6/24/2025,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,378 KESTREL Drive,Blacklick,OH,43004
25115,2025001016,6/24/2025,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,7867 OAK ORCHARD Avenue,Blacklick,OH,43004
25115,2025001015,6/24/2025,2025,733,Smoke detector activation due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,2768 KEANNEN Street,Blacklick,OH,43004
25115,2025001014,6/24/2025,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,180 ROYAL FARM East,Blacklick,OH,43004
25115,2025001013,6/24/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1251 GLENBEACOME Street,Blacklick,OH,43004
25115,2025001012,6/23/2025,2025,111,Building fire,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8272 WALNUT Street,New Albany,OH,43054
25115,2025001011,6/23/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7814 PRAIRIE WILLOW Drive,Blacklick,OH,43004
25115,2025001010,6/23/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,9677 TOLLGATE Road Southwest,Pataskala,OH,43062
25115,2025001009,6/23/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7513 WOLLI CREEK Drive,Blacklick,OH,43004
25115,2025001008,6/23/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8403 ALMOND PARK Drive,Blacklick,OH,43004
25115,2025001007,6/23/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,695 TAYLOR Road,Gahanna,OH,43230
25115,2025001006,6/23/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,892 TAYLOR STATION Road,Gahanna,OH,43230
25115,2025001005,6/22/2025,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,180 ROYAL FARM East,Blacklick,OH,43004
25115,2025001004,6/22/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,8234 PARSONS Pass,New Albany,OH,43054
25115,2025001003,6/22/2025,2025,324,Motor vehicle accident with no injuries.,4,Automatic aid given,,,,8 MM I 670 - 8.4,Columbus,OH,43219
25115,2025001002,6/22/2025,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,771 CHESTNUT GROVE Drive,Blacklick,OH,43004
25115,2025001001,6/22/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,3315 POLDEN HILL Drive,New Albany,OH,43054
25115,2025001000,6/22/2025,2025,143,Grass fire,,None,9 - Outside or Special Property,965,Vehicle parking area,8167 East BROAD Street,Reynoldsburg,OH,43068
25115,2025000999,6/22/2025,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,309 FARM CREEK Drive,Gahanna,OH,43230
25115,2025000998,6/22/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,1 - Assembly,116,Swimming facility: indoor or outdoor,"2742 CHATWOOD Loop and  CLARK STATE RD, JEF",Blacklick,OH,43004
25115,2025000997,6/21/2025,2025,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,220 NORTH Street,Blacklick,OH,43004
25115,2025000996,6/21/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7227 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025000995,6/21/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,570 WICKHAM Way,Gahanna,OH,43230
25115,2025000994,6/20/2025,2025,324,Motor vehicle accident with no injuries.,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",4639 SHULL Road,Gahanna,OH,43230
25115,2025000993,6/20/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,785 CROSS POINTE Road,Gahanna,OH,43230
25115,2025000992,6/20/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,East BROAD Street and E BROAD ST,Reynoldsburg,OH,43068
25115,2025000991,6/20/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,933 TAYLOR STATION Road,Gahanna,OH,43230
25115,2025000990,6/20/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,537 STREAMWATER Drive,Blacklick,OH,43004
25115,2025000989,6/19/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,799 TWIN ACORN Court,Blacklick,OH,43004
25115,2025000988,6/19/2025,2025,733,Smoke detector activation due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,2688 NEWBERN Drive East,Blacklick,OH,43004
25115,2025000987,6/18/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7848 NARROW LEAF Drive,Blacklick,OH,43004
25115,2025000986,6/18/2025,2025,741,"Sprinkler activation, no fire - unintentional",4,Automatic aid given,,,,790 CROSS POINTE Road,Gahanna,OH,43230
25115,2025000985,6/18/2025,2025,3211,Medical Alarm - Accidental False,,None,4 - Residential,419,1 or 2 family dwelling,6915 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025000984,6/18/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,3740 North WAGGONER Road,Blacklick,OH,43004
25115,2025000983,6/18/2025,2025,745,"Alarm system activation, no fire - unintentional",2,Automatic aid received,"5 - Mercantile, Business",559,"Recreational, hobby, home repair sales, pet store",8095 East BROAD Street,Reynoldsburg,OH,43068
25115,2025000982,6/17/2025,2025,743,"Smoke detector activation, no fire - unintentional",2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Blacklick,OH,43004
25115,2025000981,6/17/2025,2025,522,Water or steam leak,,None,4 - Residential,429,Multifamily dwelling,866 TAYLOR STATION Road,Gahanna,OH,43230
25115,2025000980,6/17/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004
25115,2025000979,6/17/2025,2025,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004
25115,2025000978,6/17/2025,2025,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,8677 GREYLAG Street,Blacklick,OH,43004
25115,2025000977,6/17/2025,2025,5532,CP - Initial Visit,,None,4 - Residential,419,1 or 2 family dwelling,6971 ROCHELLE Lane,Blacklick,OH,43004
25115,2025000976,6/17/2025,2025,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,537 STREAMWATER Drive,Blacklick,OH,43004
25115,2025000975,6/17/2025,2025,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,3086 MANN Road,Blacklick,OH,43004
25115,2025000974,6/17/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,995 TAYLOR STATION Road,Gahanna,OH,43230
25115,2025000973,6/16/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7286 POPPY HILLS Court,Blacklick,OH,43004
25115,2025000972,6/16/2025,2025,531,Smoke or odor removal,,None,4 - Residential,419,1 or 2 family dwelling,2664 CLEMTON PARK West,Blacklick,OH,43004
25115,2025000971,6/16/2025,2025,322,Motor vehicle accident with injuries,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",2125 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004
25115,2025000970,6/16/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,8352 East BROAD Street,Blacklick,OH,43004
25115,2025000969,6/16/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,970 VANWERT Loop,Blacklick,OH,43004
25115,2025000968,6/15/2025,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2025000967,6/15/2025,2025,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",6986 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2025000966,6/15/2025,2025,715,"Local alarm system, malicious false alarm",4,Automatic aid given,,,,790 CROSS POINTE Road,Gahanna,OH,43230
